date,price
10/12/2020,39.73
10/09/2020,40.91
10/08/2020,41.47
10/07/2020,40.23
10/06/2020,40.93
10/05/2020,39.50
10/02/2020,37.34
10/01/2020,39.01
09/30/2020,40.47
09/29/2020,39.56
09/28/2020,40.87
09/25/2020,40.51
09/24/2020,40.58
09/23/2020,40.22
09/22/2020,39.80
09/21/2020,39.54
09/18/2020,41.32
09/17/2020,41.22
09/16/2020,40.41
09/15/2020,38.55
09/14/2020,37.56
09/11/2020,37.65
09/10/2020,37.66
09/09/2020,38.41
09/08/2020,37.19
09/07/2020,39.20
09/06/2020,38.75
09/04/2020,40.15
09/03/2020,41.72
09/02/2020,41.85
09/01/2020,43.08
08/31/2020,42.90
08/28/2020,43.29
08/27/2020,43.31
08/26/2020,43.69
08/25/2020,43.65
08/24/2020,42.93
08/21/2020,42.62
08/20/2020,42.82
08/19/2020,43.11
08/18/2020,43.12
08/17/2020,43.17
08/14/2020,42.31
08/13/2020,42.52
08/12/2020,42.95
08/11/2020,41.87
08/10/2020,42.17
08/07/2020,41.49
08/06/2020,42.20
08/05/2020,42.43
08/04/2020,41.91
08/03/2020,41.31
07/31/2020,40.57
07/30/2020,40.24
07/29/2020,41.54
07/28/2020,41.28
07/27/2020,41.80
07/24/2020,41.45
07/23/2020,41.21
07/22/2020,42.04
07/21/2020,41.92
07/20/2020,40.92
07/17/2020,40.75
07/16/2020,40.93
07/15/2020,41.40
07/14/2020,40.55
07/13/2020,40.32
07/10/2020,40.76
07/09/2020,39.83
07/08/2020,41.04
07/07/2020,40.70
07/06/2020,40.73
07/03/2020,40.28
07/02/2020,40.76
07/01/2020,39.92
06/30/2020,39.34
06/29/2020,39.81
06/26/2020,38.65
06/25/2020,38.91
06/24/2020,38.21
06/23/2020,40.51
06/22/2020,40.73
06/19/2020,39.83
06/18/2020,39.05
06/17/2020,38.21
06/16/2020,38.65
06/15/2020,37.43
06/12/2020,36.51
06/11/2020,36.57
06/10/2020,39.78
06/09/2020,39.16
06/08/2020,38.43
06/05/2020,39.80
06/04/2020,37.72
06/03/2020,37.59
06/02/2020,37.06
06/01/2020,35.79
05/29/2020,35.84
05/28/2020,34.06
05/27/2020,33.23
05/26/2020,34.77
05/25/2020,33.92
05/24/2020,32.90
05/22/2020,33.65
05/21/2020,34.34
05/20/2020,33.94
05/19/2020,31.96
05/18/2020,31.65
05/15/2020,29.52
05/14/2020,27.88
05/13/2020,25.68
05/12/2020,26.33
05/11/2020,25.08
05/08/2020,26.17
05/07/2020,24.83
05/06/2020,25.62
05/05/2020,26.49
05/04/2020,22.78
05/01/2020,22.29
04/30/2020,21.85
04/29/2020,19.12
04/28/2020,17.60
04/27/2020,18.08
04/24/2020,21.22
04/23/2020,21.44
04/22/2020,20.69
04/21/2020,11.57
04/20/2020,20.43
04/17/2020,25.03
04/16/2020,25.53
04/15/2020,26.04
04/14/2020,27.40
04/13/2020,29.26
04/09/2020,28.82
04/08/2020,30.17
04/07/2020,28.69
04/06/2020,29.98
04/03/2020,30.90
04/02/2020,28.05
04/01/2020,23.74
03/31/2020,24.51
03/30/2020,24.09
03/27/2020,25.15
03/26/2020,25.71
03/25/2020,27.16
03/24/2020,26.20
03/23/2020,25.48
03/20/2020,22.63
03/19/2020,25.91
03/18/2020,20.83
03/17/2020,27.33
03/16/2020,29.00
03/13/2020,32.11
03/12/2020,31.98
03/11/2020,33.39
03/10/2020,34.73
03/09/2020,31.47
03/06/2020,41.51
03/05/2020,46.06
03/04/2020,46.95
03/03/2020,47.33
03/02/2020,46.92
02/28/2020,44.94
02/27/2020,47.29
02/26/2020,48.88
02/25/2020,50.06
02/24/2020,51.58
02/21/2020,53.50
02/20/2020,53.88
02/19/2020,53.49
02/18/2020,52.29
02/17/2020,52.20
02/16/2020,52.36
02/14/2020,52.32
02/13/2020,51.66
02/12/2020,51.41
02/11/2020,50.17
02/10/2020,49.78
02/07/2020,50.55
02/06/2020,51.14
02/05/2020,50.92
02/04/2020,49.80
02/03/2020,50.28
01/31/2020,51.68
01/30/2020,52.23
01/29/2020,53.41
01/28/2020,53.52
01/27/2020,53.18
01/24/2020,54.20
01/23/2020,55.61
01/22/2020,56.76
01/21/2020,58.38
01/20/2020,58.73
01/19/2020,59.27
01/17/2020,58.58
01/16/2020,58.53
01/15/2020,57.84
01/14/2020,58.26
01/13/2020,58.08
01/10/2020,58.99
01/09/2020,59.44
01/08/2020,59.46
01/07/2020,62.51
01/06/2020,63.04
01/03/2020,62.82
01/02/2020,60.95
01/01/2020,61.33
12/31/2019,60.77
12/30/2019,61.44
12/27/2019,61.53
12/26/2019,61.48
12/25/2019,61.19
12/24/2019,60.94
12/23/2019,60.35
12/20/2019,60.25
12/19/2019,61.18
12/18/2019,60.85
12/17/2019,60.87
12/16/2019,60.14
12/13/2019,59.98
12/12/2019,59.06
12/11/2019,58.65
12/10/2019,59.14
12/09/2019,58.92
12/06/2019,59.10
12/05/2019,58.34
12/04/2019,58.34
12/03/2019,56.03
12/02/2019,55.91
11/29/2019,55.14
11/28/2019,58.08
11/27/2019,58.05
11/26/2019,58.32
11/25/2019,57.91
11/22/2019,57.66
11/21/2019,58.41
11/20/2019,57.01
11/19/2019,55.35
11/18/2019,57.14
11/15/2019,57.83
11/14/2019,56.88
11/13/2019,57.20
11/12/2019,56.85
11/11/2019,56.90
11/08/2019,57.26
11/07/2019,57.15
11/06/2019,56.38
11/05/2019,57.29
11/04/2019,56.60
11/01/2019,56.27
10/31/2019,54.25
10/30/2019,55.10
10/29/2019,55.68
10/28/2019,55.90
10/25/2019,56.71
10/24/2019,56.27
10/23/2019,55.99
10/22/2019,54.48
10/21/2019,53.51
10/18/2019,53.87
10/17/2019,54.03
10/16/2019,53.45
10/15/2019,52.88
10/14/2019,53.65
10/11/2019,54.78
10/10/2019,53.56
10/09/2019,52.61
10/08/2019,52.62
10/07/2019,52.71
10/04/2019,52.74
10/03/2019,52.36
10/02/2019,52.51
10/01/2019,53.50
09/30/2019,53.98
09/27/2019,55.79
09/26/2019,56.28
09/25/2019,56.32
09/24/2019,57.08
09/23/2019,58.42
09/20/2019,58.09
09/19/2019,58.19
09/18/2019,58.04
09/17/2019,59.10
09/16/2019,62.67
09/13/2019,54.80
09/12/2019,55.05
09/11/2019,55.67
09/10/2019,57.29
09/09/2019,57.73
09/06/2019,56.43
09/05/2019,56.16
09/04/2019,56.10
09/03/2019,53.76
09/02/2019,54.66
09/01/2019,54.80
08/30/2019,54.89
08/29/2019,56.45
08/28/2019,55.60
08/27/2019,54.77
08/26/2019,53.50
08/23/2019,54.02
08/22/2019,55.16
08/21/2019,55.49
08/20/2019,56.13
08/19/2019,56.14
08/16/2019,54.81
08/15/2019,54.42
08/14/2019,55.25
08/13/2019,57.10
08/12/2019,54.85
08/09/2019,54.37
08/08/2019,52.46
08/07/2019,51.03
08/06/2019,53.59
08/05/2019,54.58
08/02/2019,55.67
08/01/2019,54.01
07/31/2019,58.63
07/30/2019,58.11
07/29/2019,56.96
07/26/2019,56.33
07/25/2019,56.16
07/24/2019,56.00
07/23/2019,56.85
07/22/2019,56.22
07/19/2019,55.76
07/18/2019,55.42
07/17/2019,56.92
07/16/2019,57.74
07/15/2019,59.68
07/12/2019,60.30
07/11/2019,60.28
07/10/2019,60.52
07/09/2019,57.94
07/08/2019,57.76
07/05/2019,57.59
07/04/2019,56.80
07/03/2019,57.44
07/02/2019,56.34
07/01/2019,59.14
06/28/2019,58.52
06/27/2019,59.49
06/26/2019,59.43
06/25/2019,57.89
06/24/2019,57.93
06/21/2019,57.50
06/20/2019,57.07
06/19/2019,53.97
06/18/2019,54.11
06/17/2019,52.17
06/14/2019,52.77
06/13/2019,52.54
06/12/2019,51.37
06/11/2019,53.52
06/10/2019,53.48
06/07/2019,54.16
06/06/2019,52.73
06/05/2019,51.83
06/04/2019,53.63
06/03/2019,53.38
05/31/2019,53.64
05/30/2019,56.74
05/29/2019,58.95
05/28/2019,59.35
05/27/2019,59.16
05/26/2019,58.77
05/24/2019,58.71
05/23/2019,57.99
05/22/2019,61.50
05/21/2019,63.13
05/20/2019,63.21
05/17/2019,62.92
05/16/2019,63.06
05/15/2019,62.24
05/14/2019,61.96
05/13/2019,61.21
05/10/2019,61.80
05/09/2019,61.81
05/08/2019,62.22
05/07/2019,61.51
05/06/2019,62.37
05/03/2019,62.04
05/02/2019,61.90
05/01/2019,63.69
04/30/2019,63.98
04/29/2019,63.57
04/26/2019,63.38
04/25/2019,65.28
04/24/2019,65.89
04/23/2019,66.24
04/22/2019,65.55
04/18/2019,64.07
04/17/2019,63.87
04/16/2019,64.19
04/15/2019,63.56
04/12/2019,64.02
04/11/2019,63.67
04/10/2019,64.65
04/09/2019,63.96
04/08/2019,64.33
04/05/2019,63.15
04/04/2019,62.19
04/03/2019,62.52
04/02/2019,62.61
04/01/2019,61.71
03/29/2019,60.28
03/28/2019,59.48
03/27/2019,59.61
03/26/2019,60.10
03/25/2019,59.08
03/22/2019,59.29
03/21/2019,60.20
03/20/2019,60.23
03/19/2019,59.29
03/18/2019,59.38
03/15/2019,58.82
03/14/2019,58.91
03/13/2019,58.59
03/12/2019,57.20
03/11/2019,57.12
03/08/2019,56.43
03/07/2019,57.03
03/06/2019,56.62
03/05/2019,56.94
03/04/2019,56.97
03/01/2019,56.19
02/28/2019,57.61
02/27/2019,57.37
02/26/2019,55.97
02/25/2019,55.92
02/22/2019,57.75
02/21/2019,57.46
02/20/2019,57.16
02/19/2019,56.45
02/18/2019,56.27
02/17/2019,56.33
02/15/2019,55.98
02/14/2019,54.79
02/13/2019,54.31
02/12/2019,53.47
02/11/2019,52.78
02/08/2019,53.09
02/07/2019,53.00
02/06/2019,54.34
02/05/2019,54.00
02/04/2019,54.89
02/01/2019,55.55
01/31/2019,54.04
01/30/2019,54.47
01/29/2019,53.60
01/28/2019,52.29
01/25/2019,53.98
01/24/2019,53.42
01/23/2019,52.92
01/22/2019,53.01
01/21/2019,54.24
01/20/2019,53.65
01/18/2019,54.04
01/17/2019,52.36
01/16/2019,52.61
01/15/2019,52.39
01/14/2019,50.80
01/11/2019,51.91
01/10/2019,52.91
01/09/2019,52.69
01/08/2019,50.11
01/07/2019,48.82
01/04/2019,48.28
01/03/2019,47.40
01/02/2019,46.86
01/01/2019,45.89
12/31/2018,45.72
12/28/2018,45.60
12/27/2018,44.90
12/26/2018,46.54
12/25/2018,43.16
12/24/2018,42.82
12/21/2018,45.89
12/20/2018,46.19
12/19/2018,48.17
12/18/2018,46.60
12/17/2018,50.20
12/14/2018,51.47
12/13/2018,52.83
12/12/2018,51.36
12/11/2018,51.84
12/10/2018,51.20
12/07/2018,52.81
12/06/2018,51.70
12/05/2018,53.12
12/04/2018,53.46
12/03/2018,53.14
11/30/2018,51.09
11/29/2018,51.62
11/28/2018,50.49
11/27/2018,51.73
11/26/2018,51.80
11/23/2018,50.59
11/22/2018,54.02
11/21/2018,54.80
11/20/2018,53.57
11/19/2018,57.20
11/16/2018,56.68
11/15/2018,56.68
11/14/2018,56.44
11/13/2018,55.84
11/12/2018,60.08
11/09/2018,60.36
11/08/2018,60.86
11/07/2018,61.82
11/06/2018,62.34
11/05/2018,63.21
11/02/2018,63.28
11/01/2018,63.81
10/31/2018,65.44
10/30/2018,66.31
10/29/2018,67.21
10/26/2018,67.75
10/25/2018,67.44
10/24/2018,66.96
10/23/2018,66.62
10/22/2018,69.36
10/19/2018,69.28
10/18/2018,68.71
10/17/2018,69.70
10/16/2018,71.76
10/15/2018,71.61
10/12/2018,71.18
10/11/2018,70.81
10/10/2018,73.03
10/09/2018,74.81
10/08/2018,74.17
10/05/2018,74.26
10/04/2018,74.25
10/03/2018,76.24
10/02/2018,75.04
10/01/2018,75.14
09/28/2018,73.06
09/27/2018,71.96
09/26/2018,71.41
09/25/2018,72.10
09/24/2018,71.76
09/21/2018,70.37
09/20/2018,70.32
09/19/2018,70.77
09/18/2018,69.59
09/17/2018,68.68
09/14/2018,68.77
09/13/2018,68.41
09/12/2018,70.16
09/11/2018,69.04
09/10/2018,67.41
09/07/2018,67.55
09/06/2018,67.52
09/05/2018,68.42
09/04/2018,69.56
09/03/2018,70.12
09/02/2018,69.92
08/31/2018,69.37
08/30/2018,69.81
08/29/2018,69.17
08/28/2018,68.22
08/27/2018,68.54
08/24/2018,68.36
08/23/2018,67.53
08/22/2018,67.51
08/21/2018,65.84
08/20/2018,65.42
08/17/2018,65.21
08/16/2018,64.88
08/15/2018,64.46
08/14/2018,66.33
08/13/2018,66.57
08/10/2018,66.94
08/09/2018,66.14
08/08/2018,66.25
08/07/2018,68.33
08/06/2018,67.94
08/03/2018,67.35
08/02/2018,67.66
08/01/2018,66.50
07/31/2018,67.63
07/30/2018,68.95
07/27/2018,67.73
07/26/2018,68.43
07/25/2018,68.01
07/24/2018,67.19
07/23/2018,66.75
07/20/2018,68.26
07/19/2018,68.24
07/18/2018,67.75
07/17/2018,67.16
07/16/2018,67.07
07/13/2018,69.95
07/12/2018,69.35
07/11/2018,68.86
07/10/2018,72.56
07/09/2018,71.98
07/06/2018,71.57
07/05/2018,70.63
07/04/2018,74.13
07/03/2018,71.59
07/02/2018,71.62
06/29/2018,72.46
06/28/2018,71.81
06/27/2018,71.26
06/26/2018,69.28
06/25/2018,67.04
06/22/2018,67.63
06/21/2018,64.86
06/20/2018,65.71
06/19/2018,64.90
06/18/2018,65.69
06/15/2018,64.85
06/14/2018,66.69
06/13/2018,66.52
06/12/2018,66.28
06/11/2018,66.03
06/08/2018,65.67
06/07/2018,65.89
06/06/2018,64.70
06/05/2018,65.46
06/04/2018,64.68
06/01/2018,65.77
05/31/2018,66.91
05/30/2018,68.08
05/29/2018,66.62
05/28/2018,67.05
05/27/2018,67.36
05/25/2018,67.78
05/24/2018,70.58
05/23/2018,71.71
05/22/2018,72.20
05/21/2018,72.35
05/18/2018,71.37
05/17/2018,71.57
05/16/2018,71.56
05/15/2018,71.37
05/14/2018,70.99
05/11/2018,70.68
05/10/2018,71.31
05/09/2018,71.05
05/08/2018,68.97
05/07/2018,70.62
05/04/2018,69.58
05/03/2018,68.26
05/02/2018,67.77
05/01/2018,67.13
04/30/2018,68.48
04/27/2018,67.98
04/26/2018,68.08
04/25/2018,67.92
04/24/2018,67.57
04/23/2018,68.47
04/20/2018,68.40
04/19/2018,68.33
04/18/2018,68.47
04/17/2018,66.51
04/16/2018,66.20
04/13/2018,67.33
04/12/2018,66.95
04/11/2018,66.74
04/10/2018,65.44
04/09/2018,63.43
04/06/2018,62.10
04/05/2018,63.54
04/04/2018,63.33
04/03/2018,63.46
04/02/2018,62.99
03/29/2018,64.87
03/28/2018,64.35
03/27/2018,65.18
03/26/2018,65.41
03/23/2018,65.71
03/22/2018,64.18
03/21/2018,64.95
03/20/2018,63.54
03/19/2018,62.13
03/16/2018,62.41
03/15/2018,61.25
03/14/2018,61.02
03/13/2018,60.75
03/12/2018,61.33
03/09/2018,61.92
03/08/2018,60.06
03/07/2018,61.02
03/06/2018,62.45
03/05/2018,62.39
03/02/2018,61.09
03/01/2018,60.80
02/28/2018,61.47
02/27/2018,62.90
02/26/2018,63.77
02/23/2018,63.41
02/22/2018,62.60
02/21/2018,61.52
02/20/2018,61.79
02/19/2018,62.38
02/18/2018,61.72
02/16/2018,61.55
02/15/2018,61.17
02/14/2018,60.51
02/13/2018,59.03
02/12/2018,59.08
02/09/2018,58.99
02/08/2018,60.94
02/07/2018,61.55
02/06/2018,63.11
02/05/2018,63.83
02/02/2018,65.07
02/01/2018,65.55
01/31/2018,64.56
01/30/2018,64.35
01/29/2018,65.39
01/26/2018,65.97
01/25/2018,65.37
01/24/2018,65.36
01/23/2018,64.31
01/22/2018,63.57
01/19/2018,63.31
01/18/2018,63.89
01/17/2018,63.92
01/16/2018,63.67
01/15/2018,64.73
01/14/2018,64.28
01/12/2018,64.23
01/11/2018,63.68
01/10/2018,63.42
01/09/2018,62.87
01/08/2018,61.72
01/05/2018,61.41
01/04/2018,61.90
01/03/2018,61.55
01/02/2018,60.38
01/01/2018,60.24
12/29/2017,60.44
12/28/2017,59.87
12/27/2017,59.69
12/26/2017,60.00
12/25/2017,58.59
12/22/2017,58.54
12/21/2017,58.40
12/20/2017,58.13
12/19/2017,57.56
12/18/2017,57.22
12/15/2017,57.33
12/14/2017,57.08
12/13/2017,56.59
12/12/2017,57.16
12/11/2017,58.05
12/08/2017,57.44
12/07/2017,56.75
12/06/2017,56.03
12/05/2017,57.67
12/04/2017,57.49
12/01/2017,58.38
11/30/2017,57.45
11/29/2017,57.36
11/28/2017,58.05
11/27/2017,58.16
11/24/2017,58.91
11/23/2017,58.38
11/22/2017,58.02
11/21/2017,56.92
11/20/2017,56.42
11/17/2017,56.71
11/16/2017,55.35
11/15/2017,55.52
11/14/2017,55.89
11/13/2017,56.97
11/10/2017,56.98
11/09/2017,57.39
11/08/2017,57.05
11/07/2017,57.43
11/06/2017,57.57
11/03/2017,55.86
11/02/2017,54.77
11/01/2017,54.51
10/31/2017,54.59
10/30/2017,54.37
10/27/2017,54.09
10/26/2017,52.86
10/25/2017,52.43
10/24/2017,52.67
10/23/2017,52.08
10/20/2017,51.84
10/19/2017,51.51
10/18/2017,52.26
10/17/2017,52.11
10/16/2017,52.14
10/13/2017,51.73
10/12/2017,50.93
10/11/2017,51.60
10/10/2017,51.23
10/09/2017,49.93
10/06/2017,49.65
10/05/2017,51.15
10/04/2017,50.32
10/03/2017,50.74
10/02/2017,50.90
09/29/2017,51.95
09/28/2017,51.87
09/27/2017,52.43
09/26/2017,51.88
09/25/2017,52.22
09/22/2017,50.66
09/21/2017,50.55
09/20/2017,50.41
09/19/2017,49.48
09/18/2017,49.91
09/15/2017,49.89
09/14/2017,49.89
09/13/2017,49.30
09/12/2017,48.23
09/11/2017,48.07
09/08/2017,47.48
09/07/2017,49.09
09/06/2017,49.16
09/05/2017,48.66
09/04/2017,47.41
09/03/2017,47.32
09/01/2017,47.29
08/31/2017,47.23
08/30/2017,45.96
08/29/2017,46.44
08/28/2017,46.57
08/25/2017,47.87
08/24/2017,47.43
08/23/2017,48.41
08/22/2017,47.64
08/21/2017,47.37
08/18/2017,48.51
08/17/2017,47.09
08/16/2017,46.78
08/15/2017,47.55
08/14/2017,47.59
08/11/2017,48.82
08/10/2017,48.59
08/09/2017,49.56
08/08/2017,49.17
08/07/2017,49.57
08/04/2017,49.73
08/03/2017,49.19
08/02/2017,49.73
08/01/2017,49.29
07/31/2017,50.26
07/28/2017,49.81
07/27/2017,49.17
07/26/2017,48.85
07/25/2017,48.02
07/24/2017,46.51
07/21/2017,45.95
07/20/2017,46.92
07/19/2017,47.32
07/18/2017,46.59
07/17/2017,46.23
07/14/2017,46.75
07/13/2017,46.25
07/12/2017,45.66
07/11/2017,45.23
07/10/2017,44.60
07/07/2017,44.39
07/06/2017,45.70
07/05/2017,45.34
07/04/2017,47.13
07/03/2017,47.29
06/30/2017,46.29
06/29/2017,45.20
06/28/2017,44.99
06/27/2017,44.49
06/26/2017,43.61
06/23/2017,43.27
06/22/2017,42.97
06/21/2017,42.75
06/20/2017,43.51
06/19/2017,44.43
06/16/2017,44.97
06/15/2017,44.68
06/14/2017,44.93
06/13/2017,46.67
06/12/2017,46.08
06/09/2017,45.83
06/08/2017,45.64
06/07/2017,45.72
06/06/2017,48.19
06/05/2017,47.40
06/02/2017,47.87
06/01/2017,48.60
05/31/2017,48.56
05/30/2017,49.91
05/29/2017,49.97
05/28/2017,49.94
05/26/2017,50.05
05/25/2017,49.14
05/24/2017,51.59
05/23/2017,51.72
05/22/2017,51.13
05/19/2017,50.67
05/18/2017,49.66
05/17/2017,49.41
05/16/2017,49.00
05/15/2017,49.16
05/12/2017,48.17
05/11/2017,48.20
05/10/2017,47.70
05/09/2017,46.27
05/08/2017,46.84
05/05/2017,46.60
05/04/2017,45.90
05/03/2017,48.18
05/02/2017,47.99
05/01/2017,49.16
04/28/2017,49.62
04/27/2017,49.31
04/26/2017,49.96
04/25/2017,49.56
04/24/2017,49.23
04/21/2017,49.62
04/20/2017,50.27
04/19/2017,50.44
04/18/2017,52.41
04/17/2017,52.65
04/13/2017,53.18
04/12/2017,53.11
04/11/2017,53.40
04/10/2017,53.08
04/07/2017,52.24
04/06/2017,51.70
04/05/2017,51.15
04/04/2017,51.03
04/03/2017,50.24
03/31/2017,50.60
03/30/2017,50.35
03/29/2017,49.51
03/28/2017,48.37
03/27/2017,47.73
03/24/2017,47.97
03/23/2017,47.70
03/22/2017,48.04
03/21/2017,47.34
03/20/2017,48.22
03/17/2017,48.78
03/16/2017,48.75
03/15/2017,48.86
03/14/2017,47.72
03/13/2017,48.40
03/10/2017,48.49
03/09/2017,49.28
03/08/2017,50.28
03/07/2017,53.14
03/06/2017,53.20
03/03/2017,53.33
03/02/2017,52.61
03/01/2017,53.83
02/28/2017,54.01
02/27/2017,54.05
02/24/2017,53.99
02/23/2017,54.45
02/22/2017,53.59
02/21/2017,54.06
02/20/2017,53.97
02/19/2017,53.79
02/17/2017,53.40
02/16/2017,53.36
02/15/2017,53.11
02/14/2017,53.20
02/13/2017,52.93
02/10/2017,53.86
02/09/2017,53.00
02/08/2017,52.34
02/07/2017,52.17
02/06/2017,53.01
02/03/2017,53.83
02/02/2017,53.54
02/01/2017,53.88
01/31/2017,52.81
01/30/2017,52.63
01/27/2017,53.17
01/26/2017,53.78
01/25/2017,52.75
01/24/2017,53.18
01/23/2017,52.75
01/20/2017,52.42
01/19/2017,51.37
01/18/2017,51.08
01/17/2017,52.48
01/16/2017,52.52
01/15/2017,52.45
01/13/2017,52.37
01/12/2017,53.01
01/11/2017,52.25
01/10/2017,50.82
01/09/2017,51.96
01/06/2017,53.99
01/05/2017,53.76
01/04/2017,53.26
01/03/2017,52.33
01/02/2017,54.03
12/30/2016,53.72
12/29/2016,53.77
12/28/2016,54.06
12/27/2016,53.90
12/26/2016,53.19
12/23/2016,53.02
12/22/2016,52.95
12/21/2016,52.49
12/20/2016,52.23
12/19/2016,52.12
12/16/2016,51.90
12/15/2016,50.90
12/14/2016,51.04
12/13/2016,52.98
12/12/2016,52.83
12/09/2016,51.50
12/08/2016,50.84
12/07/2016,49.77
12/06/2016,50.93
12/05/2016,51.79
12/02/2016,51.68
12/01/2016,51.06
11/30/2016,49.44
11/29/2016,45.23
11/28/2016,47.08
11/25/2016,46.06
11/24/2016,47.98
11/23/2016,47.96
11/22/2016,48.03
11/21/2016,47.49
11/18/2016,45.69
11/17/2016,45.42
11/16/2016,45.57
11/15/2016,45.81
11/14/2016,43.32
11/11/2016,43.41
11/10/2016,44.66
11/09/2016,45.27
11/08/2016,44.98
11/07/2016,44.89
11/04/2016,44.07
11/03/2016,44.66
11/02/2016,45.34
11/01/2016,46.67
10/31/2016,46.86
10/28/2016,48.70
10/27/2016,49.72
10/26/2016,49.18
10/25/2016,49.96
10/24/2016,50.52
10/21/2016,50.85
10/20/2016,50.43
10/19/2016,51.60
10/18/2016,50.29
10/17/2016,49.94
10/14/2016,50.35
10/13/2016,50.44
10/12/2016,50.18
10/11/2016,50.79
10/10/2016,51.35
10/07/2016,49.81
10/06/2016,50.44
10/05/2016,49.83
10/04/2016,48.69
10/03/2016,48.81
09/30/2016,48.24
09/29/2016,47.83
09/28/2016,47.05
09/27/2016,44.67
09/26/2016,45.93
09/23/2016,44.48
09/22/2016,46.32
09/21/2016,45.34
09/20/2016,43.44
09/19/2016,43.30
09/16/2016,43.03
09/15/2016,43.91
09/14/2016,43.58
09/13/2016,44.90
09/12/2016,46.29
09/09/2016,45.88
09/08/2016,47.62
09/07/2016,45.50
09/06/2016,44.83
09/05/2016,45.07
09/04/2016,44.11
09/02/2016,44.44
09/01/2016,43.16
08/31/2016,44.70
08/30/2016,46.35
08/29/2016,46.98
08/26/2016,47.64
08/25/2016,47.33
08/24/2016,46.77
08/23/2016,48.10
08/22/2016,47.05
08/19/2016,48.52
08/18/2016,48.22
08/17/2016,46.79
08/16/2016,46.58
08/15/2016,45.74
08/12/2016,44.49
08/11/2016,43.49
08/10/2016,41.71
08/09/2016,42.77
08/08/2016,43.02
08/05/2016,41.80
08/04/2016,41.93
08/03/2016,40.83
08/02/2016,39.51
08/01/2016,40.06
07/29/2016,41.60
07/28/2016,41.14
07/27/2016,41.92
07/26/2016,42.92
07/25/2016,43.13
07/22/2016,44.19
07/21/2016,44.75
07/20/2016,44.94
07/19/2016,44.65
07/18/2016,45.24
07/15/2016,45.95
07/14/2016,45.68
07/13/2016,44.75
07/12/2016,46.80
07/11/2016,44.76
07/08/2016,45.41
07/07/2016,45.14
07/06/2016,47.43
07/05/2016,46.60
07/04/2016,48.65
07/03/2016,49.01
07/01/2016,48.99
06/30/2016,48.33
06/29/2016,49.88
06/28/2016,47.85
06/27/2016,46.33
06/24/2016,47.64
06/23/2016,50.11
06/22/2016,49.13
06/21/2016,48.85
06/20/2016,49.37
06/17/2016,47.98
06/16/2016,46.21
06/15/2016,48.01
06/14/2016,48.49
06/13/2016,48.88
06/10/2016,49.07
06/09/2016,50.56
06/08/2016,51.23
06/07/2016,50.36
06/06/2016,49.69
06/03/2016,48.62
06/02/2016,49.17
06/01/2016,49.01
05/31/2016,49.10
05/30/2016,49.51
05/29/2016,49.58
05/27/2016,49.33
05/26/2016,49.48
05/25/2016,49.56
05/24/2016,48.62
05/23/2016,48.08
05/20/2016,47.75
05/19/2016,48.16
05/18/2016,48.19
05/17/2016,48.31
05/16/2016,47.72
05/13/2016,46.21
05/12/2016,46.70
05/11/2016,46.23
05/10/2016,44.66
05/09/2016,43.44
05/06/2016,44.66
05/05/2016,44.32
05/04/2016,43.78
05/03/2016,43.65
05/02/2016,44.78
04/29/2016,45.92
04/28/2016,46.03
04/27/2016,45.33
04/26/2016,44.04
04/25/2016,42.64
04/22/2016,43.73
04/21/2016,43.18
04/20/2016,42.63
04/19/2016,41.08
04/18/2016,39.78
04/15/2016,40.36
04/14/2016,41.50
04/13/2016,41.76
04/12/2016,42.17
04/11/2016,40.36
04/08/2016,39.72
04/07/2016,37.26
04/06/2016,37.75
04/05/2016,35.89
04/04/2016,35.70
04/01/2016,36.79
03/31/2016,38.34
03/30/2016,38.32
03/29/2016,38.28
03/28/2016,39.39
03/24/2016,39.46
03/23/2016,39.79
03/22/2016,41.45
03/21/2016,39.91
03/18/2016,39.44
03/17/2016,40.20
03/16/2016,38.46
03/15/2016,36.34
03/14/2016,37.18
03/11/2016,38.50
03/10/2016,37.84
03/09/2016,38.29
03/08/2016,36.50
03/07/2016,37.90
03/04/2016,35.92
03/03/2016,34.57
03/02/2016,34.66
03/01/2016,34.40
02/29/2016,33.75
02/26/2016,32.78
02/25/2016,33.07
02/24/2016,32.15
02/23/2016,31.87
02/22/2016,31.48
02/19/2016,29.64
02/18/2016,30.77
02/17/2016,30.66
02/16/2016,29.04
02/15/2016,30.60
02/14/2016,29.08
02/12/2016,29.44
02/11/2016,26.21
02/10/2016,27.45
02/09/2016,27.94
02/08/2016,29.69
02/05/2016,30.89
02/04/2016,31.72
02/03/2016,32.28
02/02/2016,29.88
02/01/2016,31.62
01/29/2016,33.62
01/28/2016,33.22
01/27/2016,32.30
01/26/2016,31.45
01/25/2016,30.34
01/22/2016,32.19
01/21/2016,29.53
01/20/2016,26.55
01/19/2016,28.46
01/18/2016,30.02
01/17/2016,29.75
01/15/2016,29.42
01/14/2016,31.20
01/13/2016,30.48
01/12/2016,30.44
01/11/2016,31.41
01/08/2016,33.16
01/07/2016,33.27
01/06/2016,33.97
01/05/2016,35.97
01/04/2016,36.76
12/31/2015,37.04
12/30/2015,36.60
12/29/2015,37.87
12/28/2015,36.81
12/24/2015,38.10
12/23/2015,37.50
12/22/2015,36.14
12/21/2015,34.74
12/18/2015,34.73
12/17/2015,34.95
